economy,YR2015,YR2016,YR2017,YR2018
AUS,118.610862731934,120.965713500977,113.142158508301,107.808052062988
FRA,62.7859306335449,64.7276763916016,65.8022308349609,67.5435180664063
IND,26.7689895629883,26.8292198181152,27.4421291351318,28.0605506896973
TUN,35.1911392211914,32.8153610229492,32.1493797302246,31.7465190887451
USA,88.8894119262695,88.8350524902344,88.1673889160156,88.2991790771484
