economy,YR2015,YR2016,YR2017,YR2018
AUS,6.05000019073486,5.71000003814697,5.59000015258789,5.30000019073486
FRA,10.3500003814697,10.0500001907349,9.40999984741211,9.02000045776367
IND,,,,5.32999992370605
TUN,15.1599998474121,15.5600004196167,15.3299999237061,15.460000038147
USA,5.28000020980835,4.86999988555908,4.3600001335144,3.90000009536743
